323	ΕΠΙΣΤΗΜΗΣ ΦΥΤΙΚΗΣ ΠΑΡΑΓΩΓΗΣ (ΑΘΗΝΑ)	16400
324	ΕΠΙΣΤΗΜΗΣ ΖΩΪΚΗΣ ΠΑΡΑΓΩΓΗΣ & ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΩΝ (ΑΘΗΝΑ)	15272
325	ΒΙΟΤΕΧΝΟΛΟΓΙΑΣ (ΑΘΗΝΑ)	17765
328	ΕΠΙΣΤΗΜΗΣ ΤΡΟΦΙΜΩΝ ΚΑΙ ΔΙΑΤΡΟΦΗΣ ΤΟΥ ΑΝΘΡΩΠΟΥ (ΑΘΗΝΑ)	17445
327	ΑΞΙΟΠΟΙΗΣΗΣ ΦΥΣΙΚΩΝ ΠΟΡΩΝ ΚΑΙ ΓΕΩΡΓΙΚΗΣ ΜΗΧΑΝΙΚΗΣ (ΑΘΗΝΑ)	15194
273	ΓΕΩΠΟΝΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ)	17120
275	ΔΑΣΟΛΟΓΙΑΣ & ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΘΕΣΣΑΛΟΝΙΚΗ)	11187
274	ΓΕΩΠΟΝΙΑΣ	15485
360	ΓΕΩΠΟΝΙΑΣ	13317
276	ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΜΥΤΙΛΗΝΗ)	8082
262	ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΠΕΙΡΑΙΑΣ)	13977
333	ΠΛΗΡΟΦΟΡΙΚΗΣ (ΑΘΗΝΑ)	15520
340	ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ (ΙΩΑΝΝΙΝΑ)	13827
338	ΠΛΗΡΟΦΟΡΙΚΗΣ (ΘΕΣΣΑΛΟΝΙΚΗ)	16039
339	ΠΛΗΡΟΦΟΡΙΚΗΣ (ΠΕΙΡΑΙΑΣ)	15114
366	ΠΛΗΡΟΦΟΡΙΚΗΣ (ΚΕΡΚΥΡΑ)	11846
99	ΠΛΗΡΟΦΟΡΙΚΗΣ (ΛΑΜΙΑ)	12206
